time, px, py, pz, qx, qy, qz, qw
4.84005, 0.212827, 0.304229, 1.45181, -0.0164395, -0.0153634, -0.718957, 0.69469
4.86058, 0.21249, 0.304032, 1.45166, -0.0173735, -0.0150878, -0.71909, 0.694536
4.8803, 0.212798, 0.304278, 1.45081, -0.0136466, -0.0146883, -0.719147, 0.694569
4.90088, 0.212946, 0.30367, 1.4514, -0.0173612, -0.0177931, -0.718243, 0.695348
4.92018, 0.21211, 0.303897, 1.45089, -0.0176619, -0.0175033, -0.719509, 0.694038
4.94059, 0.21292, 0.303375, 1.45065, -0.0162318, -0.0192302, -0.717851, 0.695742
4.96087, 0.21268, 0.303136, 1.45055, -0.0174249, -0.0190357, -0.71795, 0.695616
4.98035, 0.212247, 0.303255, 1.45, -0.0171717, -0.0179258, -0.718165, 0.695429
5.00064, 0.211436, 0.30306, 1.4499, -0.018867, -0.0172303, -0.719207, 0.694326
5.02089, 0.211443, 0.30308, 1.44919, -0.0159877, -0.0165644, -0.7194, 0.694214
5.04035, 0.211356, 0.302845, 1.44907, -0.0160173, -0.0163991, -0.719557, 0.694055
5.05993, 0.210841, 0.30239, 1.4494, -0.0197311, -0.0183458, -0.7197, 0.693762
5.08067, 0.21137, 0.30199, 1.44899, -0.0170683, -0.020487, -0.718484, 0.695032
5.10059, 0.210718, 0.302092, 1.44836, -0.0161044, -0.0171527, -0.719764, 0.69382
5.1206, 0.210785, 0.301343, 1.44877, -0.0182859, -0.0188927, -0.718516, 0.695013
5.14023, 0.209783, 0.301368, 1.44862, -0.019027, -0.0172864, -0.719707, 0.693802
5.1606, 0.210361, 0.300813, 1.44837, -0.0174481, -0.0187339, -0.718415, 0.695144
5.18052, 0.210306, 0.300419, 1.44848, -0.0172908, -0.0189647, -0.718511, 0.695042
5.20014, 0.209197, 0.300402, 1.44863, -0.0187197, -0.0175443, -0.719989, 0.693511
5.22087, 0.208676, 0.300033, 1.44868, -0.0202842, -0.0182601, -0.72017, 0.693261
5.24011, 0.209663, 0.299386, 1.44838, -0.0174533, -0.0210387, -0.718527, 0.694962
5.26082, 0.208929, 0.299259, 1.4484, -0.0179089, -0.0184574, -0.718912, 0.694625
5.28058, 0.207799, 0.299165, 1.44853, -0.019711, -0.0173173, -0.720199, 0.693272
5.30077, 0.208076, 0.298627, 1.4482, -0.0181218, -0.0190759, -0.719061, 0.694449
5.32064, 0.207421, 0.298626, 1.44806, -0.0173689, -0.0164787, -0.720156, 0.693398
5.34059, 0.207456, 0.297958, 1.44879, -0.0184404, -0.0194735, -0.718964, 0.694529
5.36054, 0.206434, 0.297746, 1.4489, -0.0200451, -0.0194685, -0.720209, 0.693194
5.38074, 0.206578, 0.297307, 1.44896, -0.0194002, -0.0195529, -0.718984, 0.69448
5.4008, 0.206458, 0.2969, 1.44923, -0.0182407, -0.0210535, -0.719153, 0.694294
5.42024, 0.205234, 0.296774, 1.44951, -0.0201375, -0.0189784, -0.720335, 0.693074
5.44051, 0.204738, 0.296455, 1.44961, -0.0199776, -0.0188218, -0.720283, 0.693137
5.46064, 0.205115, 0.295975, 1.4496, -0.0184823, -0.0199707, -0.718862, 0.69462
5.4806, 0.204543, 0.295629, 1.45, -0.0201081, -0.0204929, -0.719081, 0.694333
5.50059, 0.203364, 0.295584, 1.45032, -0.0214016, -0.0201841, -0.720316, 0.693022
5.52088, 0.203503, 0.295155, 1.45032, -0.020212, -0.0212268, -0.718907, 0.694488
5.54017, 0.203377, 0.29474, 1.45073, -0.0204944, -0.0225437, -0.718566, 0.694791
5.56094, 0.202696, 0.294721, 1.45076, -0.0195087, -0.0216657, -0.718964, 0.694436
5.57999, 0.201431, 0.294715, 1.45106, -0.0216843, -0.0194701, -0.71977, 0.693601
5.60086, 0.201769, 0.294296, 1.45107, -0.0197237, -0.0210618, -0.718264, 0.695172
5.62085, 0.201265, 0.294032, 1.45152, -0.0208122, -0.0200098, -0.718173, 0.695266
5.64069, 0.200718, 0.294131, 1.45161, -0.0191862, -0.0208595, -0.718288, 0.695168
5.66083, 0.200123, 0.293977, 1.45183, -0.0189873, -0.0214174, -0.718496, 0.694942
5.68094, 0.199912, 0.293668, 1.45221, -0.0198179, -0.0215382, -0.717793, 0.695641
